HTS Number,Country,District,Year,Quantity Description,Measure,Unit,Month,Value
730630,India,"Chicago, IL",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,November,"2,269,998"
730630,India,"Chicago, IL",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,December,"2,199,032"
730630,India,"Cleveland, OH",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,January,0
730630,India,"Cleveland, OH",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,February,0
730630,India,"Cleveland, OH",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,March,0
730630,India,"Cleveland, OH",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,April,"6,148"
730630,India,"Cleveland, OH",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,May,0
730630,India,"Cleveland, OH",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,June,"3,985"
730630,India,"Cleveland, OH",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,July,0
730630,India,"Cleveland, OH",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,August,"132,830"
730630,India,"Cleveland, OH",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,September,"1,285,409"
730630,India,"Cleveland, OH",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,October,"1,037,435"
730630,India,"Cleveland, OH",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,November,"50,366"
730630,India,"Cleveland, OH",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,December,"55,684"
730630,India,"Detroit, MI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,January,0
730630,India,"Detroit, MI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,February,0
730630,India,"Detroit, MI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,March,0
730630,India,"Detroit, MI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,April,0
730630,India,"Detroit, MI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,May,"2,665"
730630,India,"Detroit, MI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,June,0
730630,India,"Detroit, MI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,July,0
730630,India,"Detroit, MI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,August,"7,785"
730630,India,"Detroit, MI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,September,0
730630,India,"Detroit, MI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,October,0
730630,India,"Detroit, MI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,November,"4,771"
730630,India,"Detroit, MI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,December,0
730630,India,"Great Falls, MT",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,January,0
730630,India,"Great Falls, MT",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,February,0
730630,India,"Great Falls, MT",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,March,0
730630,India,"Great Falls, MT",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,April,0
730630,India,"Great Falls, MT",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,May,0
730630,India,"Great Falls, MT",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,June,0
730630,India,"Great Falls, MT",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,July,0
730630,India,"Great Falls, MT",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,August,"65,741"
730630,India,"Great Falls, MT",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,September,0
730630,India,"Great Falls, MT",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,October,"65,841"
730630,India,"Great Falls, MT",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,November,0
730630,India,"Great Falls, MT",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,December,0
730630,India,"Honolulu, HI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,January,0
730630,India,"Honolulu, HI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,February,0
730630,India,"Honolulu, HI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,March,0
730630,India,"Honolulu, HI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,April,0
730630,India,"Honolulu, HI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,May,0
730630,India,"Honolulu, HI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,June,0
730630,India,"Honolulu, HI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,July,0
730630,India,"Honolulu, HI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,August,"137,511"
730630,India,"Honolulu, HI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,September,0
730630,India,"Honolulu, HI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,October,0
730630,India,"Honolulu, HI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,November,0
730630,India,"Honolulu, HI",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,December,0
730630,India,"Houston-Galveston, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,January,"44,232"
730630,India,"Houston-Galveston, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,February,"321,747"
730630,India,"Houston-Galveston, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,March,"93,471"
730630,India,"Houston-Galveston, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,April,"68,929"
730630,India,"Houston-Galveston, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,May,"102,356"
730630,India,"Houston-Galveston, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,June,"1,563,876"
730630,India,"Houston-Galveston, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,July,"930,503"
730630,India,"Houston-Galveston, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,August,"998,555"
730630,India,"Houston-Galveston, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,September,"1,546,484"
730630,India,"Houston-Galveston, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,October,"824,967"
730630,India,"Houston-Galveston, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,November,"210,307"
730630,India,"Houston-Galveston, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,December,"1,614,694"
730630,India,"Laredo, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,January,"20,392"
730630,India,"Laredo, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,February,"5,333"
730630,India,"Laredo, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,March,"2,720"
730630,India,"Laredo, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,April,0
730630,India,"Laredo, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,May,0
730630,India,"Laredo, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,June,"11,514"
730630,India,"Laredo, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,July,"36,933"
730630,India,"Laredo, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,August,"62,937"
730630,India,"Laredo, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,September,"34,522"
730630,India,"Laredo, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,October,"7,983"
730630,India,"Laredo, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,November,"2,677"
730630,India,"Laredo, TX",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,December,0
730630,India,"Los Angeles, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,January,"797,709"
730630,India,"Los Angeles, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,February,"384,285"
730630,India,"Los Angeles, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,March,"1,406,852"
730630,India,"Los Angeles, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,April,"627,393"
730630,India,"Los Angeles, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,May,"48,168"
730630,India,"Los Angeles, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,June,"489,322"
730630,India,"Los Angeles, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,July,"45,679"
730630,India,"Los Angeles, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,August,0
730630,India,"Los Angeles, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,September,"243,909"
730630,India,"Los Angeles, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,October,"78,971"
730630,India,"Los Angeles, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,November,0
730630,India,"Los Angeles, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,December,"373,685"
730630,India,"Miami, FL",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,January,0
730630,India,"Miami, FL",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,February,0
730630,India,"Miami, FL",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,March,"1,568,492"
730630,India,"Miami, FL",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,April,"918,812"
730630,India,"Miami, FL",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,May,"1,567,902"
730630,India,"Miami, FL",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,June,"203,026"
730630,India,"Miami, FL",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,July,0
730630,India,"Miami, FL",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,August,"453,622"
730630,India,"Miami, FL",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,September,"254,760"
730630,India,"Miami, FL",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,October,"566,802"
730630,India,"Miami, FL",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,November,"161,183"
730630,India,"Miami, FL",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,December,0
730630,India,"New Orleans, LA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,January,0
730630,India,"New Orleans, LA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,February,0
730630,India,"New Orleans, LA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,March,0
730630,India,"New Orleans, LA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,April,0
730630,India,"New Orleans, LA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,May,0
730630,India,"New Orleans, LA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,June,0
730630,India,"New Orleans, LA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,July,0
730630,India,"New Orleans, LA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,August,0
730630,India,"New Orleans, LA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,September,"3,886"
730630,India,"New Orleans, LA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,October,0
730630,India,"New Orleans, LA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,November,0
730630,India,"New Orleans, LA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,December,0
730630,India,"New York, NY",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,January,"548,132"
730630,India,"New York, NY",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,February,"505,874"
730630,India,"New York, NY",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,March,"941,308"
730630,India,"New York, NY",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,April,"906,856"
730630,India,"New York, NY",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,May,"1,921,292"
730630,India,"New York, NY",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,June,"645,967"
730630,India,"New York, NY",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,July,"534,977"
730630,India,"New York, NY",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,August,"403,008"
730630,India,"New York, NY",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,September,"628,251"
730630,India,"New York, NY",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,October,"208,743"
730630,India,"New York, NY",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,November,"47,075"
730630,India,"New York, NY",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,December,"209,684"
730630,India,"Norfolk, VA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,January,0
730630,India,"Norfolk, VA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,February,0
730630,India,"Norfolk, VA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,March,0
730630,India,"Norfolk, VA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,April,0
730630,India,"Norfolk, VA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,May,"521,411"
730630,India,"Norfolk, VA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,June,0
730630,India,"Norfolk, VA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,July,0
730630,India,"Norfolk, VA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,August,0
730630,India,"Norfolk, VA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,September,"48,374"
730630,India,"Norfolk, VA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,October,0
730630,India,"Norfolk, VA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,November,0
730630,India,"Norfolk, VA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,December,0
730630,India,"Pembina, ND",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,January,0
730630,India,"Pembina, ND",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,February,0
730630,India,"Pembina, ND",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,March,0
730630,India,"Pembina, ND",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,April,0
730630,India,"Pembina, ND",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,May,0
730630,India,"Pembina, ND",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,June,0
730630,India,"Pembina, ND",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,July,"20,574"
730630,India,"Pembina, ND",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,August,0
730630,India,"Pembina, ND",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,September,0
730630,India,"Pembina, ND",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,October,0
730630,India,"Pembina, ND",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,November,0
730630,India,"Pembina, ND",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,December,0
730630,India,"Philadelphia, PA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,January,0
730630,India,"Philadelphia, PA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,February,0
730630,India,"Philadelphia, PA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,March,0
730630,India,"Philadelphia, PA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,April,0
730630,India,"Philadelphia, PA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,May,0
730630,India,"Philadelphia, PA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,June,0
730630,India,"Philadelphia, PA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,July,0
730630,India,"Philadelphia, PA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,August,0
730630,India,"Philadelphia, PA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,September,0
730630,India,"Philadelphia, PA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,October,0
730630,India,"Philadelphia, PA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,November,0
730630,India,"Philadelphia, PA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,December,"52,810"
730630,India,"San Francisco, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,January,0
730630,India,"San Francisco, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,February,0
730630,India,"San Francisco, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,March,"43,169"
730630,India,"San Francisco, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,April,"92,489"
730630,India,"San Francisco, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,May,"47,324"
730630,India,"San Francisco, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,June,"54,315"
730630,India,"San Francisco, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,July,0
730630,India,"San Francisco, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,August,"50,552"
730630,India,"San Francisco, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,September,0
730630,India,"San Francisco, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,October,0
730630,India,"San Francisco, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,November,0
730630,India,"San Francisco, CA",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,December,0
730630,India,"San Juan, PR",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,January,"131,535"
730630,India,"San Juan, PR",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,February,0
730630,India,"San Juan, PR",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,March,0
730630,India,"San Juan, PR",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,April,"362,414"
730630,India,"San Juan, PR",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,May,0
730630,India,"San Juan, PR",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,June,0
730630,India,"San Juan, PR",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,July,"720,551"
730630,India,"San Juan, PR",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,August,0
730630,India,"San Juan, PR",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,September,0
730630,India,"San Juan, PR",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,October,"338,738"
730630,India,"San Juan, PR",2022,Value for: kilograms,Landed Duty-Paid Value,In Actual,November,"429,799"
